Peak_Chr	Peak_Start	Peak_End	Feature_Chr	Feature_RegulatoryRegion_Begin	Feature_RegulatoryRegion_End	Feature_Name	FeatureOverlapToPeak
chr3	59884517	59885000	chr3	59880790	59886290	Sucnr1	483
chr3	60305071	60305451	chr3	60300173	60305673	Mbnl1	380
chr3	61167462	61168047	chr3	61163428	61168928	Rap2b	585
chr3	62310444	62311236	chr3	62310139	62315910	Dhx36	792
chr3	63732521	63733720	chr3	63732678	63738307	E130311K13Rik	1042
chr3	63768116	63769000	chr3	63766837	63773655	Slc33a1	884
chr3	65332298	65332541	chr3	65327368	65332868	Tiparp	243
chr3	65333229	65333818	chr3	65332658	65338336	4931440P22Rik	589
chr3	65334621	65335241	chr3	65332658	65338336	4931440P22Rik	620
chr3	65337584	65337928	chr3	65332658	65338336	4931440P22Rik	344
chr3	65762025	65762502	chr3	65761229	65767147	Ccnl1	477
chr3	65764008	65764717	chr3	65761229	65767147	Ccnl1	709
chr3	65766499	65767020	chr3	65761229	65767147	Ccnl1	521
chr3	68808204	68808941	chr3	68803893	68809393	Smc4	737
chr3	68808204	68808941	chr3	68807853	68813492	Ift80	737
chr3	68808204	68808941	chr3	68808693	68814193	Mir15b	248
chr3	68808204	68808941	chr3	68808823	68814323	Mir16-2	118
chr3	69023922	69024507	chr3	69021340	69026840	Arl14	585
chr3	79371647	79371998	chr3	79370930	79376601	Fnip2	351
chr3	79372697	79372982	chr3	79370930	79376601	Fnip2	285
chr3	82859265	82860227	chr3	82854459	82859959	Plrg1	694
chr3	83844372	83844900	chr3	83843398	83849083	D930015E06Rik	528
chr3	85377560	85378223	chr3	85373050	85378550	Pet112l	663
chr3	85378524	85378860	chr3	85373050	85378550	Pet112l	26
chr3	85692241	85692818	chr3	85690548	85696440	Glt28d2	577
chr3	85946398	85947050	chr3	85942212	85947780	Rnu73a	652
chr3	85946398	85947050	chr3	85944038	85949609	Rnu73b	652
chr3	85946398	85947050	chr3	85945929	85951590	Rps3a	652
chr3	86724651	86724911	chr3	86723171	86729806	Dclk2	260
chr3	87067381	87067621	chr3	87066866	87072446	Fcrls	240
chr3	87180163	87180492	chr3	87175308	87180808	Fcrl1	329
chr3	87180721	87180950	chr3	87175308	87180808	Fcrl1	87
chr3	87328908	87329729	chr3	87324499	87329999	Etv3	821
chr3	87422273	87422552	chr3	87417672	87423172	Arhgef11	279
chr3	87705117	87706137	chr3	87705242	87710742	Hdgf	895
chr3	87709805	87710440	chr3	87705242	87710742	Hdgf	635
chr3	87834958	87835203	chr3	87830806	87836433	Hapln2	245
chr3	87885690	87886128	chr3	87880972	87886472	Iqgap3	438
chr3	87885690	87886128	chr3	87881691	87887226	Ttc24	438
chr3	87942304	87943278	chr3	87941316	87946816	Mef2d	974
chr3	87945845	87946412	chr3	87941316	87946816	Mef2d	567
chr3	88100175	88100955	chr3	88100184	88105760	1700021C14Rik	771
chr3	88100175	88100955	chr3	88096056	88101556	Cct3	780
chr3	88139547	88140384	chr3	88135181	88140681	Smg5	837
chr3	88139547	88140384	chr3	88137803	88143355	Tmem79	837
chr3	88176981	88177184	chr3	88172894	88178642	Bglap-rs1	203
chr3	88192888	88193210	chr3	88187773	88193386	Bglap	322
chr3	88213725	88214352	chr3	88213577	88219238	Pmf1	627
chr3	88268349	88268841	chr3	88264568	88270104	Sema4a	492
chr3	88296337	88297270	chr3	88296658	88302221	Lmna	612
chr3	88382591	88382852	chr3	88378592	88384092	Ssr2	261
chr3	88489333	88489885	chr3	88484715	88490215	2810403A07Rik	552
chr3	88717612	88718176	chr3	88717214	88722872	Msto1	564
chr3	88753642	88754180	chr3	88753289	88759204	Dap3	538
chr3	88893388	88894249	chr3	88893392	88898953	Rusc1	857
chr3	88905479	88906187	chr3	88905283	88910867	Fdps	708
chr3	88986452	88986801	chr3	88982146	88987646	Fam189b	349
chr3	89034840	89035608	chr3	89030537	89036120	Mir92b	768
chr3	89074337	89074921	chr3	89073807	89079492	Rag1ap1	584
chr3	89222051	89222744	chr3	89217472	89222972	Shc1	693
chr3	89222051	89222744	chr3	89220542	89226042	Shc1	693
chr3	89222051	89222744	chr3	89221576	89227213	Cks1b	693
chr3	89233984	89234537	chr3	89229758	89235258	Pygo2	553
chr3	89260706	89261568	chr3	89258039	89263539	Pmvk	862
chr3	89260706	89261568	chr3	89258492	89263992	Pmvk	862
chr3	89573623	89573932	chr3	89572530	89578030	Ube2q1	309
chr3	89717041	89717761	chr3	89716376	89722084	Il6ra	720
chr3	89869562	89869884	chr3	89868941	89874441	Mir190b	322
chr3	90020085	90020405	chr3	90016802	90022570	Rps27	320
chr3	90020085	90020405	chr3	90017031	90022569	Gm9846	320
chr3	90020085	90020405	chr3	90017031	90022570	Rps27	320
chr3	90020085	90020405	chr3	90019738	90025238	Rab13	320
chr3	90237302	90238221	chr3	90236225	90242558	Ints3	919
chr3	90271779	90272159	chr3	90268216	90274788	Npr1	380
chr3	90294286	90295103	chr3	90294253	90299935	Snapin	817
chr3	90312716	90313113	chr3	90312612	90318365	2500003M10Rik	397
chr3	90390741	90391209	chr3	90389168	90394668	S100a2	468
chr3	90399134	90400098	chr3	90399136	90404636	S100a3	962
chr3	90409134	90409487	chr3	90407443	90412943	S100a5	353
chr3	90416598	90416958	chr3	90411815	90417315	S100a6	360
chr3	93324835	93325135	chr3	93319417	93324917	S100a11	82
chr3	93353911	93354436	chr3	93354038	93359538	S100a10	398
chr3	94145220	94145647	chr3	94141020	94146520	Them5	427
chr3	94172618	94172960	chr3	94171747	94177247	Rorc	342
chr3	94247013	94247982	chr3	94242257	94247757	Mrpl9	744
chr3	94386572	94387235	chr3	94385666	94391624	Snx27	663
chr3	94640091	94640354	chr3	94636488	94641988	Pogz	263
chr3	94757678	94758128	chr3	94753936	94759436	Rfx5	450
chr3	94819187	94820585	chr3	94818532	94824160	Zfp687	1398
chr3	94910763	94911095	chr3	94909797	94915780	Pip5k1a	332
chr3	94910763	94911095	chr3	94909963	94915463	Vps72	332
chr3	94939450	94939967	chr3	94937266	94942934	Scnm1	517
chr3	94945365	94946023	chr3	94945736	94951282	Tnfaip8l2	287
chr3	95021146	95022041	chr3	95021010	95026864	Gabpb2	895
chr3	95032400	95032625	chr3	95027701	95033201	Cdc42se1	225
chr3	95032400	95032625	chr3	95027873	95033373	Cdc42se1	225
chr3	95032400	95032625	chr3	95031505	95037599	Mllt11	225
chr3	95086774	95087182	chr3	95081856	95087356	Fam63a	408
chr3	95086774	95087182	chr3	95085006	95090998	Prune	408
chr3	95114809	95115196	chr3	95110102	95115726	Anxa9	387
chr3	95114809	95115196	chr3	95110495	95116098	Anxa9	387
chr3	95114809	95115196	chr3	95114173	95119673	Lass2	387
chr3	95116533	95116953	chr3	95114173	95119673	Lass2	420
chr3	95161075	95161447	chr3	95160448	95166124	Setdb1	372
chr3	95161075	95161447	chr3	95160486	95166124	Setdb1	372
chr3	95237995	95238861	chr3	95233311	95238811	Arnt	816
chr3	95327444	95327976	chr3	95325707	95331207	Ctss	532
chr3	95462406	95462927	chr3	95457642	95463142	Mcl1	521
chr3	95659625	95659995	chr3	95658742	95664676	Prpf3	370
chr3	95685921	95686340	chr3	95685577	95691151	Gm129	419
chr3	95695699	95696060	chr3	95692918	95698418	Aph1a	361
chr3	95695699	95696060	chr3	95692977	95698477	Aph1a	361
chr3	95695699	95696060	chr3	95695307	95700853	BC028528	361
chr3	95732721	95733230	chr3	95728179	95733679	Anp32e	509
chr3	95800102	95800581	chr3	95799193	95804762	Plekho1	479
chr3	95801163	95801508	chr3	95799193	95804762	Plekho1	345
chr3	95861679	95861913	chr3	95861104	95867378	Vps45	234
chr3	95907067	95907291	chr3	95903449	95908949	Otud7b	224
chr3	96001032	96002551	chr3	96000972	96006509	Bola1	1519
chr3	96023036	96023849	chr3	96018838	96024338	Hist2h2ab	813
chr3	96023036	96023849	chr3	96020043	96025543	Hist2h2be	813
chr3	96024750	96025827	chr3	96020043	96025543	Hist2h2be	793
chr3	96024750	96025827	chr3	96023877	96029767	Hist2h2ac	1077
chr3	96026041	96026327	chr3	96023877	96029767	Hist2h2ac	286
chr3	96041426	96042362	chr3	96041538	96048050	Hist2h3c2-ps	824
chr3	96041426	96042362	chr3	96041953	96047999	Hist2h3c1	409
chr3	96066275	96068075	chr3	96066392	96072240	Hist2h4	1683
chr3	96066275	96068075	chr3	96067616	96073116	Hist2h3b	459
chr3	96073009	96074286	chr3	96067616	96073116	Hist2h3b	107
chr3	96073009	96074286	chr3	96068622	96074122	Hist2h2bb	1113
chr3	96097650	96098091	chr3	96097327	96102892	Fcgr1	441
chr3	96473958	96474257	chr3	96469053	96474553	Ankrd35	299
chr3	96531013	96531851	chr3	96526533	96532033	Rnf115	838
chr3	96531013	96531851	chr3	96530771	96536362	Polr3c	838
chr3	96633103	96633528	chr3	96628987	96634487	Pdzk1	425
chr3	96633103	96633528	chr3	96631596	96637096	Pdzk1	425
chr3	96633103	96633528	chr3	96632645	96638274	Cd160	425
chr3	97571802	97572471	chr3	97569896	97576937	Pde4dip	669
chr3	97704885	97705379	chr3	97700149	97705649	Sec22b	494
chr3	97817214	97817553	chr3	97812460	97817960	Notch2	339
chr3	98084575	98085427	chr3	98079353	98084853	Hmgcs2	278
chr3	98944900	98945773	chr3	98940012	98945512	Wars2	612
chr3	100293090	100293743	chr3	100292516	100298115	Fam46c	653
chr3	100773249	100773952	chr3	100773042	100778586	Ttf2	703
chr3	101408505	101408898	chr3	101407825	101413580	Atp1a1	393
chr3	102007864	102008169	chr3	102007245	102012886	Vangl1	305
chr3	102007864	102008169	chr3	102007934	102013616	Vangl1	235
chr3	102538621	102538870	chr3	102533692	102539192	Tspan2	249
chr3	102824113	102825369	chr3	102819468	102824968	Csde1	855
chr3	103082799	103083993	chr3	103078215	103083715	Trim33	916
chr3	103593741	103594756	chr3	103594417	103600198	Hipk1	339
chr3	103595078	103595726	chr3	103594417	103600198	Hipk1	648
chr3	103612716	103613441	chr3	103608439	103613939	Ap4b1	725
chr3	103612716	103613441	chr3	103612322	103618310	Dclre1b	725
chr3	103663498	103664383	chr3	103659214	103664714	Ptpn22	885
chr3	103718004	103718635	chr3	103713042	103718542	Rsbn1	538
chr3	103766850	103767126	chr3	103767032	103772532	Phtf1	94
chr3	104315417	104316685	chr3	104314878	104320779	Lrig2	1268
chr3	105490270	105490777	chr3	105489541	105495489	Ddx20	507
chr3	105674272	105674739	chr3	105668775	105674275	Adora3	3
chr3	105674272	105674739	chr3	105668824	105674324	Adora3	52
chr3	105702458	105703962	chr3	105702338	105707838	Adora3	1504
chr3	105762077	105762561	chr3	105757415	105762915	Wdr77	484
chr3	106285733	106286048	chr3	106283967	106289467	Dennd2d	315
chr3	106285733	106286048	chr3	106280348	106285848	Dennd2d	115
chr3	106524276	106525821	chr3	106519599	106525099	4933421E11Rik	823
chr3	106592910	106593492	chr3	106592384	106598067	Cd53	582
chr3	106839259	106839815	chr3	106834079	106839579	Kcna3	320
chr3	106839259	106839815	chr3	106837421	106842921	AI504432	556
chr3	106840090	106841801	chr3	106837421	106842921	AI504432	1711
chr3	107025909	107026344	chr3	107024062	107029650	Cym	435
chr3	107081549	107082230	chr3	107076775	107082275	Hbxip	681
chr3	107434394	107434897	chr3	107433918	107439628	Fam40a	503
chr3	107564470	107564692	chr3	107562442	107568387	Csf1	222
chr3	107821340	107821692	chr3	107820157	107825891	Gstm1	352
chr3	108002863	108003489	chr3	108003044	108008752	Cyb561d1	445
chr3	108002863	108003489	chr3	108003177	108008752	Cyb561d1	312
chr3	108003721	108004416	chr3	108003044	108008752	Cyb561d1	695
chr3	108003721	108004416	chr3	108003177	108008752	Cyb561d1	695
chr3	108356913	108358016	chr3	108356759	108362320	Scarna2	1103
chr3	108365247	108365932	chr3	108364688	108370384	Tmem167b	685
chr3	108371001	108371313	chr3	108369616	108375116	Taf13	312
chr3	108393857	108394476	chr3	108389195	108394695	Wdr47	619
chr3	108643042	108643746	chr3	108642837	108648420	Stxbp3a	704
chr3	108714035	108714941	chr3	108713581	108719622	Prpf38b	906
chr3	108926081	108926896	chr3	108921066	108926566	Slc25a24	485
chr3	109374479	109374780	chr3	109371924	109377424	Vav3	301
chr3	113334766	113335280	chr3	113332280	113338067	Rnpc3	514
chr3	116125634	116126041	chr3	116125854	116131950	Cdc14a	187
chr3	116210820	116211352	chr3	116210362	116216093	Rtcd1	532
chr3	116210820	116211352	chr3	116210996	116216496	Dbt	356
chr3	116297675	116298047	chr3	116292925	116298425	Sass6	372
chr3	116511070	116511568	chr3	116510445	116516084	Agl	498
chr3	116563351	116563686	chr3	116559597	116565097	Frrs1	335
chr3	119485300	119485630	chr3	119485619	119491306	Ptbp2	11
chr3	120874205	120874921	chr3	120874009	120879613	Rwdd3	716
chr3	120994374	120995430	chr3	120989734	120995234	Alg14	860
chr3	121948318	121948824	chr3	121943509	121949009	Gclm	506
chr3	121977104	121977758	chr3	121972331	121977831	Dnttip2	654
chr3	122626832	122627127	chr3	122622314	122627814	1810037I17Rik	295
chr3	122686555	122687212	chr3	122686699	122692365	Usp53	513
chr3	122687616	122688184	chr3	122686699	122692365	Usp53	568
chr3	123210570	123212293	chr3	123209969	123216254	Snhg8	1723
chr3	123210570	123212293	chr3	123210354	123215984	Snora24	1723
chr3	127255954	127256937	chr3	127255600	127261267	Larp7	983
chr3	127255954	127256937	chr3	127251406	127256906	4930422G04Rik	952
chr3	127540343	127540867	chr3	127539566	127545410	Ap1ar	524
chr3	127598785	127599032	chr3	127598451	127604241	5730508B09Rik	247
chr3	129235186	129235493	chr3	129230303	129235803	Elovl6	307
chr3	129235728	129236123	chr3	129230303	129235803	Elovl6	75
chr3	129533814	129534551	chr3	129533535	129539314	Gar1	737
chr3	129581371	129582032	chr3	129576539	129582039	Pla2g12a	661
chr3	129581371	129582032	chr3	129579101	129584601	Pla2g12a	661
chr3	129600378	129600651	chr3	129599342	129604842	Casp6	273
chr3	129604047	129605018	chr3	129599342	129604842	Casp6	795
chr3	129762706	129763094	chr3	129762986	129768825	Sec24b	108
chr3	129763655	129764135	chr3	129762986	129768825	Sec24b	480
chr3	129765154	129765417	chr3	129762986	129768825	Sec24b	263
chr3	130411566	130413054	chr3	130411654	130417362	Ostc	1400
chr3	131227219	131228275	chr3	131222731	131228231	Papss1	1012
chr3	132346461	132347564	chr3	132342107	132347607	Tbck	1103
chr3	132346461	132347564	chr3	132346256	132351843	Aimp1	1103
chr3	132753984	132755031	chr3	132749916	132755416	Ints12	1047
chr3	132753984	132755031	chr3	132754043	132759704	Gstcd	988
chr3	132973390	132973781	chr3	132968079	132973579	Ppa2	189
chr3	135100668	135101861	chr3	135096722	135102222	Ube2d3	1193
chr3	135100668	135101861	chr3	135100884	135106629	4930539J05Rik	977
chr3	135103147	135103497	chr3	135100884	135106629	4930539J05Rik	350
chr3	135358877	135359742	chr3	135353586	135359511	Nfkb1	634
chr3	136332636	136333209	chr3	136328733	136334233	Ppp3ca	573
chr3	137527420	137527737	chr3	137522562	137528062	H2afz	317
chr3	137527420	137527737	chr3	137525638	137531138	Dnajb14	317
chr3	137530040	137531236	chr3	137525638	137531138	Dnajb14	1098
chr3	137797423	137797708	chr3	137793703	137799341	Mttp	285
chr3	137806162	137807393	chr3	137801501	137807001	Rg9mtd2	839
chr3	137806162	137807393	chr3	137805635	137811352	Mttp	1231
chr3	138105213	138105931	chr3	138101127	138106627	Adh5	718
chr3	138152525	138152841	chr3	138151721	138157346	Metap1	316
chr3	142428010	142429086	chr3	142423210	142428710	Gtf2b	700
chr3	142544868	142545933	chr3	142544074	142549968	Pkn2	1065
chr3	144233153	144234122	chr3	144228390	144233890	15-Sep	737
chr3	144233153	144234122	chr3	144232197	144238180	Hs2st1	969
chr3	144383383	144383676	chr3	144382445	144388287	Sh3glb1	293
chr3	144781278	144782092	chr3	144776552	144782052	Odf2l	774
chr3	144781278	144782092	chr3	144776563	144782063	Odf2l	785
chr3	145238994	145239555	chr3	145234171	145239671	Znhit6	561
chr3	145586847	145587489	chr3	145582341	145587841	Bcl10	642
chr3	145596796	145597513	chr3	145595995	145601495	2410004B18Rik	717
chr3	145649075	145649365	chr3	145645833	145651333	Syde2	290
chr3	145813257	145813854	chr3	145807796	145813296	Mcoln2	39
chr3	145813257	145813854	chr3	145808137	145813637	Mcoln2	380
chr3	146163290	146163785	chr3	146162118	146167717	Spata1	495
chr3	146163290	146163785	chr3	146157799	146163299	Gng5	9
chr3	146279470	146279881	chr3	146277836	146283562	Dnase2b	411
chr3	148620011	148620333	chr3	148617026	148622599	Lphn2	322
chr3	151870130	151870408	chr3	151868421	151873921	Fubp1	278
chr3	151872723	151873600	chr3	151868421	151873921	Fubp1	877
chr3	151872723	151873600	chr3	151872298	151878263	Dnajb4	877
chr3	152009099	152010073	chr3	152004444	152009944	Usp33	845
chr3	153575811	153576823	chr3	153573030	153578575	Snord45b	1012
chr3	153575811	153576823	chr3	153573154	153578931	Rabggtb	1012
chr3	153575811	153576823	chr3	153574388	153580167	Rabggtb	1012
chr3	153575811	153576823	chr3	153574592	153580153	Snord45c	1012
chr3	153575811	153576823	chr3	153575397	153580930	Rabggtb	1012
chr3	154721632	154721908	chr3	154717730	154723371	Tnni3k	276
chr3	157196733	157198231	chr3	157192360	157197860	Zranb2	1127
chr3	157609919	157610470	chr3	157605429	157610929	Ankrd13c	551
chr3	157694212	157694929	chr3	157693915	157699718	Srsf11	717
chr3	157694212	157694929	chr3	157694666	157700166	Lrrc40	263
chr3	157699379	157699834	chr3	157698979	157704603	Srsf11	455
chr3	157699379	157699834	chr3	157693915	157699718	Srsf11	339
chr3	157699379	157699834	chr3	157694666	157700166	Lrrc40	455
chr4	4719278	4720035	chr4	4719369	4725453	Impad1	666
chr4	6292347	6293323	chr4	6287826	6293326	Sdcbp	976
chr4	6380616	6381010	chr4	6380631	6386418	Nsmaf	379
chr4	9571872	9572159	chr4	9570181	9575864	Asph	287
chr4	9596261	9596742	chr4	9595427	9601309	Asph	481
chr4	9600558	9602798	chr4	9595427	9601309	Asph	751
chr4	10934652	10935327	chr4	10934039	10939766	Plekhf2	675
chr4	11083498	11083986	chr4	11078587	11084087	Trp53inp1	488
chr4	11893393	11894005	chr4	11892260	11897860	Pdp1	612
chr4	11893393	11894005	chr4	11892948	11898597	Pdp1	612
chr4	14753432	14754471	chr4	14752937	14758734	Otud6b	1039
chr4	15885027	15885949	chr4	15880113	15885613	Nbn	586
chr4	15942739	15943029	chr4	15940333	15946024	Osgin2	290
chr4	16090597	16091629	chr4	16089870	16095645	Ripk2	1032
chr4	19497022	19497444	chr4	19497213	19502713	Fam82b	231
chr4	19497022	19497444	chr4	19496647	19502251	Cpne3	422
chr4	19501603	19502762	chr4	19497213	19502713	Fam82b	1110
chr4	19501603	19502762	chr4	19496647	19502251	Cpne3	648
chr4	20704522	20704931	chr4	20704908	20710815	Nkain3	23
chr4	21654078	21655044	chr4	21649849	21655349	Ccnc	966
chr4	24419270	24419650	chr4	24418608	24424108	F730047E07Rik	380
chr4	24423456	24423792	chr4	24418608	24424108	F730047E07Rik	336
chr4	25208427	25209247	chr4	25208322	25213968	1810074P20Rik	820
chr4	32050550	32051007	chr4	32046081	32051581	Map3k7	457
chr4	32661970	32662563	chr4	32658058	32663637	BC024582	593
chr4	32702066	32702421	chr4	32697447	32702947	Casp8ap2	355
chr4	32743854	32744327	chr4	32739093	32744593	Mdn1	473
chr4	32887072	32887595	chr4	32882233	32887733	Lyrm2	523
chr4	34497341	34498059	chr4	34492863	34498363	Akirin2	718
chr4	34633747	34635104	chr4	34633992	34639687	Slc35a1	1112
chr4	34725364	34725801	chr4	34724972	34730586	1810030N24Rik	437
chr4	35172344	35173708	chr4	35172536	35178129	3110043O21Rik	1172
chr4	35175598	35175942	chr4	35172536	35178129	3110043O21Rik	344
chr4	40191285	40191543	chr4	40186123	40191858	Ddx58	258
chr4	40650043	40650528	chr4	40649256	40654949	Aptx	485
chr4	40650043	40650528	chr4	40649669	40655220	Aptx	485
chr4	40667859	40668372	chr4	40664500	40670000	Dnaja1	513
chr4	40667859	40668372	chr4	40664949	40670449	Mir207	513
chr4	40667859	40668372	chr4	40664954	40670454	Dnaja1	513
chr4	40667859	40668372	chr4	40664962	40670462	Dnaja1	513
chr4	40669131	40670618	chr4	40664500	40670000	Dnaja1	869
chr4	40669131	40670618	chr4	40664949	40670449	Mir207	1318
chr4	40669131	40670618	chr4	40664954	40670454	Dnaja1	1323
chr4	40669131	40670618	chr4	40664962	40670462	Dnaja1	1331
chr4	40704440	40705405	chr4	40704309	40709918	Smu1	965
chr4	40706900	40707298	chr4	40704309	40709918	Smu1	398
chr4	40800711	40802175	chr4	40799923	40806031	B4galt1	1464
chr4	40894635	40895723	chr4	40890585	40896085	Chmp5	1088
chr4	40894635	40895723	chr4	40894254	40900327	Bag1	1088
chr4	41071063	41071927	chr4	41070691	41076372	Nol6	864
chr4	41081931	41082349	chr4	41078053	41083553	Ube2r2	418
chr4	41222188	41222864	chr4	41221572	41227168	Ubap2	676
chr4	41261859	41262400	chr4	41261020	41266934	Dcaf12	541
chr4	41295813	41296265	chr4	41291028	41296528	Ubap1	452
chr4	41411470	41412237	chr4	41407180	41412680	Nudt2	767
chr4	41411470	41412237	chr4	41411242	41416881	Kif24	767
chr4	41451786	41452425	chr4	41449523	41455109	AI464131	639
chr4	41516426	41517042	chr4	41511826	41517326	Dnaic1	616
chr4	41516426	41517042	chr4	41515709	41521560	2310028H24Rik	616
chr4	41516426	41517042	chr4	41515742	41521560	2310028H24Rik	616
chr4	41687819	41688454	chr4	41687474	41693186	Sigmar1	635
chr4	43013317	43013641	chr4	43012533	43018379	Vcp	324
chr4	43022957	43023354	chr4	43022373	43028173	Fancg	397
chr4	43025095	43025356	chr4	43022373	43028173	Fancg	261
chr4	43038129	43038860	chr4	43036934	43043628	Pigo	731
chr4	43043971	43044503	chr4	43043700	43049256	Stoml2	532
chr4	43279893	43280407	chr4	43275030	43280530	Atp8b5	514
chr4	43454696	43455475	chr4	43450148	43455648	Tesk1	779
chr4	43469405	43469735	chr4	43466817	43472498	Cd72	330
chr4	43512253	43512734	chr4	43511841	43517532	E130306D19Rik	481
chr4	43517175	43517507	chr4	43511841	43517532	E130306D19Rik	332
chr4	43517175	43517507	chr4	43514897	43520397	Car9	332
chr4	43571547	43571836	chr4	43570505	43576005	Creb3	289
chr4	43573064	43573693	chr4	43570505	43576005	Creb3	629
chr4	43574971	43576193	chr4	43570505	43576005	Creb3	1034
chr4	43574971	43576193	chr4	43574501	43580455	Tln1	1222
chr4	43591438	43591747	chr4	43586606	43592106	Rgp1	309
chr4	43591438	43591747	chr4	43590387	43596736	Gba2	309
chr4	43595138	43595417	chr4	43590387	43596736	Gba2	279
chr4	43737710	43738247	chr4	43735069	43740569	Hrct1	537
chr4	43737710	43738247	chr4	43737905	43743405	5430416O09Rik	342
chr4	44025296	44025791	chr4	44020514	44026014	Clta	495
chr4	44096692	44097169	chr4	44096419	44102049	Gne	477
chr4	44180709	44181351	chr4	44179689	44185410	Rnf38	642
chr4	44180709	44181351	chr4	44180614	44186155	Rnf38	642
chr4	44768813	44769773	chr4	44764430	44769930	Zcchc7	960
chr4	44768813	44769773	chr4	44764439	44769939	Zcchc7	960
chr4	45024958	45026513	chr4	45023323	45030284	Zbtb5	1555
chr4	45024958	45026513	chr4	45024218	45030284	Zbtb5	1555
chr4	45024958	45026513	chr4	45024595	45030284	Zbtb5	1555
chr4	45024958	45026513	chr4	45026496	45031996	Polr1e	17
chr4	45096949	45097764	chr4	45096861	45102476	Fbxo10	815
chr4	45333147	45333835	chr4	45332642	45338475	Exosc3	688
chr4	45354725	45355080	chr4	45349972	45355472	Dcaf10	355
chr4	45421461	45422284	chr4	45421066	45426638	Mcart1	823
chr4	46401827	46402466	chr4	46401689	46407295	5830415F09Rik	639
chr4	46416368	46417675	chr4	46416286	46422055	Hemgn	1307
chr4	46498616	46499245	chr4	46497200	46502700	Nans	629
chr4	47365579	47366313	chr4	47361176	47366676	Tgfbr1	734
chr4	48486089	48486457	chr4	48485637	48491294	Tex10	368
chr4	53024605	53025191	chr4	53019795	53025295	Nipsnap3b	586
chr4	53726906	53727579	chr4	53722053	53727553	Fktn	647
chr4	55362334	55363146	chr4	55357913	55363413	Rad23b	812
chr4	56959916	56960586	chr4	56959216	56965301	D730040F13Rik	670
chr4	57319177	57319721	chr4	57314043	57319709	Ptpn3	532
chr4	59815039	59815346	chr4	59813521	59819021	Snx30	307
chr4	61947339	61947587	chr4	61942478	61947978	Slc31a2	248
chr4	62021388	62022043	chr4	62016734	62022234	Slc31a1	655
chr4	62021388	62022043	chr4	62020903	62026582	Fkbp15	655
chr4	62072799	62073220	chr4	62069085	62074657	Cdc26	421
chr4	62185962	62186473	chr4	62180393	62186097	Alad	135
chr4	62185962	62186473	chr4	62181402	62186902	4933430I17Rik	511
chr4	62185962	62186473	chr4	62185464	62191048	Pole3	511
chr4	63016992	63017334	chr4	63012195	63017695	Orm3	342
chr4	63065146	63065623	chr4	63063752	63069479	Akna	477
chr4	63286633	63287032	chr4	63282939	63288463	1700018C11Rik	399
chr4	70071300	70071819	chr4	70070745	70076401	Cdk5rap2	519
chr4	71861426	71862341	chr4	71860515	71866953	Tle1	915
chr4	71861426	71862341	chr4	71857277	71862777	C630043F03Rik	915
chr4	71865302	71865647	chr4	71860515	71866953	Tle1	345
chr4	74924628	74925408	chr4	74923384	74929190	3110001D03Rik	780
chr4	83063139	83063874	chr4	83058647	83064147	Snapc3	735
chr4	83132208	83132486	chr4	83131678	83137294	Psip1	278
chr4	83170810	83171882	chr4	83166448	83171948	4930473A06Rik	1072
chr4	86221187	86222330	chr4	86216576	86222076	Rraga	889
chr4	86257549	86258521	chr4	86257089	86262926	Haus6	972
chr4	86394263	86394750	chr4	86389458	86394958	Dennd4c	487
chr4	87679222	87679878	chr4	87678487	87684311	Mllt3	656
chr4	88085624	88085883	chr4	88084236	88089830	Ptplad2	259
chr4	93001638	93003056	chr4	93000338	93007202	Tusc1	1418
chr4	94222576	94223134	chr4	94222652	94228487	5830433M19Rik	482
chr4	94276998	94277477	chr4	94276210	94281710	Ift74	479
chr4	94645471	94646303	chr4	94645194	94650791	Mysm1	832
chr4	98587950	98588353	chr4	98585500	98591000	Usp1	403
chr4	99495668	99496601	chr4	99491190	99496690	Efcab7	933
chr4	99495668	99496601	chr4	99495273	99500809	Itgb3bp	933
chr4	102241328	102242990	chr4	102237664	102243164	Pde4b	1662
chr4	102654127	102654802	chr4	102653983	102659483	Tctex1d1	675
chr4	102785461	102786424	chr4	102782069	102787569	Mier1	963
chr4	102785461	102786424	chr4	102786214	102791904	Wdr78	210
chr4	102786742	102787781	chr4	102782069	102787569	Mier1	827
chr4	102786742	102787781	chr4	102786214	102791904	Wdr78	1039
chr4	102786742	102787781	chr4	102786994	102792494	Mier1	787
chr4	102985915	102986494	chr4	102981450	102986950	Oma1	579
chr4	106476946	106477302	chr4	106471788	106477436	Acot11	356
chr4	106581748	106581993	chr4	106579074	106584574	Ssbp3	245
chr4	106768770	106769068	chr4	106764495	106769995	Cdcp2	298
chr4	106850860	106851192	chr4	106846234	106851734	Tmem59	332
chr4	106850860	106851192	chr4	106850342	106855971	2210012G02Rik	332
chr4	107036310	107037455	chr4	107035388	107040888	Tmem48	1145
chr4	107473414	107473791	chr4	107469863	107475363	Lrp8	377
chr4	107551749	107552822	chr4	107547417	107552917	Magoh	1073
chr4	107596025	107596462	chr4	107595419	107601194	Cpt2	437
chr4	108000615	108001311	chr4	107995756	108001256	2010305A19Rik	641
chr4	108251333	108252229	chr4	108251089	108256941	Prpf38a	896
chr4	108251333	108252229	chr4	108247058	108252558	Orc1l	896
